customer_id,age,has_partner,dependents,tenure_months,contract_type,payment_method,paperless_billing,internet_service,online_security,tech_support,streaming_tv,monthly_charges,total_charges,days_since_last_login,login_frequency,usage_drop_rate,support_tickets,satisfaction_score,churn
CUST_000542,65,No,No,13,Two year,Credit card,Yes,DSL,No,No,No,22.93,285.13,8,19,26.8,0,1.0,0
CUST_000543,42,No,No,59,One year,Bank transfer,No,DSL,No,Yes,Yes,104.85,6127.57,3,15,4.3,4,4.0,0
CUST_000544,57,No,No,15,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,101.2,1580.36,3,11,37.0,1,3.0,1
CUST_000545,62,Yes,No,58,One year,Mailed check,Yes,No,No internet service,No internet service,No internet service,47.17,2852.47,34,10,-2.1,0,4.0,0
CUST_000546,70,Yes,No,40,Two year,Electronic check,No,Fiber optic,No,No,Yes,18.5,773.48,2,15,-23.4,2,4.0,0
CUST_000547,18,Yes,No,72,Two year,Electronic check,No,No,No internet service,No internet service,No internet service,64.36,4468.37,6,19,33.7,2,5.0,0
CUST_000548,33,Yes,Yes,70,Two year,Bank transfer,No,DSL,No,No,No,68.15,4619.45,2,17,29.8,0,4.0,0
CUST_000549,56,Yes,Yes,29,One year,Electronic check,Yes,Fiber optic,Yes,No,Yes,35.56,,3,15,-3.5,5,3.0,0
CUST_000550,22,Yes,Yes,49,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,18.5,870.47,23,16,-11.3,2,5.0,0
CUST_000551,39,Yes,No,33,Two year,Credit card,No,Fiber optic,Yes,Yes,No,51.36,1612.24,5,16,-6.7,2,3.0,0
CUST_000552,46,Yes,Yes,29,Two year,Credit card,Yes,No,No internet service,No internet service,No internet service,21.32,630.59,1,22,-46.4,2,3.0,0
CUST_000553,72,Yes,Yes,30,Two year,Bank transfer,No,DSL,No,No,No,56.1,1673.51,8,13,-22.4,0,4.0,0
CUST_000554,20,Yes,Yes,30,Month-to-month,Mailed check,Yes,Fiber optic,No,No,Yes,59.19,1829.61,3,19,-2.8,6,1.0,1
CUST_000555,29,No,No,11,Month-to-month,Electronic check,Yes,Fiber optic,No,No,Yes,74.25,788.58,14,13,1.7,1,5.0,0
CUST_000556,43,Yes,No,13,Month-to-month,Mailed check,Yes,DSL,Yes,Yes,No,61.05,788.65,4,11,1.5,1,2.0,0
CUST_000557,33,No,No,8,One year,Bank transfer,Yes,Fiber optic,No,No,Yes,91.77,757.42,62,22,9.9,1,3.0,0
CUST_000558,68,Yes,No,3,One year,Credit card,No,No,No internet service,No internet service,No internet service,32.24,94.39,2,19,-61.7,3,1.0,0
CUST_000559,54,No,No,14,Month-to-month,Electronic check,Yes,DSL,No,No,No,74.65,1042.09,13,13,-21.6,0,4.0,0
CUST_000560,39,Yes,Yes,55,Two year,Mailed check,Yes,DSL,No,Yes,Yes,61.04,3398.22,6,30,-24.1,4,1.0,0
CUST_000561,74,No,No,25,Month-to-month,Bank transfer,Yes,Fiber optic,No,Yes,No,95.47,2439.27,10,13,-8.5,1,1.0,1
CUST_000562,46,No,No,1,Month-to-month,Bank transfer,No,DSL,Yes,No,Yes,56.85,56.98,6,15,8.4,1,1.0,1
CUST_000563,31,Yes,No,40,One year,Electronic check,No,DSL,No,Yes,Yes,88.03,3599.69,24,21,10.5,9,3.0,0
CUST_000564,45,No,No,65,One year,Mailed check,Yes,Fiber optic,No,Yes,No,69.26,4615.77,6,10,8.0,0,3.0,0
CUST_000565,22,No,No,42,One year,Credit card,Yes,DSL,No,No,No,143.1,2484.22,6,16,19.1,0,3.0,0
CUST_000566,64,Yes,No,31,Month-to-month,Credit card,No,No,No internet service,No internet service,No internet service,33.31,1074.75,8,9,-7.7,10,1.0,1
CUST_000567,66,No,No,3,Month-to-month,Mailed check,Yes,DSL,No,Yes,No,39.76,121.7,7,15,-9.1,2,3.0,0
CUST_000568,47,No,No,10,Month-to-month,Credit card,Yes,Fiber optic,No,No,No,60.14,625.29,3,19,51.7,10,4.0,1
CUST_000569,63,No,No,19,Two year,Credit card,No,DSL,No,No,Yes,61.08,1109.53,10,15,-25.6,0,3.0,0
CUST_000570,69,Yes,Yes,1,Month-to-month,Bank transfer,Yes,DSL,Yes,No,No,77.72,74.84,3,13,8.4,0,3.0,0
CUST_000571,22,No,No,2,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,95.78,189.73,5,10,10.4,8,1.0,1
CUST_000572,29,No,No,65,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,106.14,6668.96,18,17,-43.5,2,1.0,0
CUST_000573,33,No,No,29,Month-to-month,Electronic check,No,Fiber optic,Yes,No,Yes,75.31,2148.47,3,16,7.4,0,3.0,0
CUST_000574,43,No,No,7,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,27.47,199.67,1,17,-42.9,2,1.0,0
CUST_000575,43,Yes,No,9,Month-to-month,Bank transfer,Yes,DSL,Yes,No,No,43.29,374.91,15,13,18.1,0,1.0,0
CUST_000576,65,No,No,11,Month-to-month,Electronic check,Yes,Fiber optic,No,No,No,40.3,449.31,31,9,-14.5,0,4.0,0
CUST_000577,38,Yes,Yes,1,Month-to-month,Credit card,No,DSL,No,Yes,Yes,18.84,18.33,3,15,-4.5,1,4.0,0
CUST_000578,56,Yes,No,32,One year,Electronic check,Yes,Fiber optic,No,Yes,Yes,118.99,3804.56,19,18,-13.0,1,4.0,0
CUST_000579,53,No,No,4,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,18.5,73.23,22,14,-3.3,0,2.0,0
CUST_000580,50,No,No,39,One year,Mailed check,Yes,Fiber optic,Yes,Yes,Yes,31.25,1263.17,18,22,-6.2,0,2.0,0
CUST_000581,47,Yes,No,44,One year,Bank transfer,Yes,DSL,No,No,No,44.44,1962.98,23,21,-2.6,5,2.0,0
CUST_000582,54,No,No,24,Month-to-month,Electronic check,Yes,Fiber optic,No,No,No,88.9,2202.2,14,10,-25.0,10,3.0,1
CUST_000583,40,Yes,No,35,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,83.49,2897.03,1,19,5.3,0,4.0,0
CUST_000584,27,Yes,No,4,Month-to-month,Electronic check,Yes,DSL,Yes,Yes,Yes,21.34,86.74,8,10,-17.1,0,3.0,0
CUST_000585,71,No,No,20,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,39.58,823.99,3,18,26.7,4,3.0,1
CUST_000586,22,Yes,Yes,27,Two year,Electronic check,Yes,Fiber optic,Yes,No,Yes,59.26,1543.81,11,15,18.5,0,3.0,0
CUST_000587,53,Yes,Yes,26,One year,Mailed check,Yes,Fiber optic,Yes,Yes,No,32.46,849.04,15,18,-9.7,1,1.0,0
CUST_000588,51,Yes,No,2,Month-to-month,Electronic check,Yes,DSL,No,No,No,83.42,169.04,45,24,40.9,1,2.0,1
CUST_000589,69,No,No,10,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,No,18.5,187.17,14,13,20.7,0,3.0,0
CUST_000590,48,Yes,No,9,Month-to-month,Bank transfer,Yes,DSL,Yes,No,Yes,85.66,774.9,8,10,27.0,0,3.0,0
CUST_000591,27,Yes,No,20,Two year,Mailed check,Yes,Fiber optic,No,Yes,Yes,79.68,1640.55,26,11,-30.1,1,3.0,0
CUST_000592,36,No,No,34,Two year,Mailed check,Yes,Fiber optic,Yes,No,No,77.16,2507.67,2,14,36.0,2,2.0,0
CUST_000593,49,No,No,20,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,56.3,1144.34,3,13,-11.3,5,5.0,0
CUST_000594,18,Yes,No,33,One year,Electronic check,No,Fiber optic,No,Yes,Yes,106.62,3654.36,4,22,38.0,1,3.0,0
CUST_000595,73,No,No,2,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,22.39,46.64,4,13,-43.9,0,5.0,0
CUST_000596,22,Yes,No,50,One year,Mailed check,No,No,No internet service,No internet service,No internet service,23.66,1144.86,6,12,-26.8,0,1.0,0
CUST_000597,62,No,No,18,One year,Credit card,No,Fiber optic,Yes,Yes,Yes,124.91,2271.25,16,19,-9.6,3,4.0,0
CUST_000598,21,Yes,Yes,1,Two year,Mailed check,Yes,Fiber optic,Yes,No,Yes,65.82,64.37,40,17,1.4,2,4.0,0
CUST_000599,33,Yes,No,24,Month-to-month,Mailed check,No,Fiber optic,Yes,Yes,Yes,94.3,2313.64,4,13,37.7,1,2.0,1
CUST_000600,41,Yes,No,17,Month-to-month,Credit card,Yes,Fiber optic,No,No,No,42.79,,2,16,71.8,5,4.0,1
CUST_000601,33,Yes,No,5,Month-to-month,Credit card,No,DSL,Yes,Yes,Yes,50.02,240.69,42,22,-30.8,4,3.0,1
CUST_000602,72,No,No,34,Two year,Mailed check,No,Fiber optic,Yes,No,No,117.51,4064.27,13,17,-29.0,2,4.0,0
CUST_000603,19,Yes,No,65,Two year,Electronic check,No,DSL,No,Yes,No,78.29,5113.29,3,16,56.9,0,4.0,0
CUST_000604,66,Yes,Yes,9,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,82.49,771.81,17,19,-11.8,1,1.0,1
CUST_000605,45,No,No,16,Two year,Bank transfer,Yes,DSL,No,Yes,Yes,61.07,931.02,8,10,-6.8,6,1.0,0
CUST_000606,49,No,No,3,Two year,Credit card,No,Fiber optic,Yes,No,Yes,45.45,139.1,11,11,14.7,0,3.0,0
CUST_000607,44,Yes,No,63,Two year,Mailed check,Yes,No,No internet service,No internet service,No internet service,90.84,5845.5,25,14,-13.0,1,4.0,0
CUST_000608,37,Yes,Yes,9,One year,Electronic check,No,Fiber optic,No,No,No,53.93,501.35,3,16,-39.7,1,4.0,0
CUST_000609,41,Yes,Yes,5,Month-to-month,Bank transfer,No,DSL,No,No,Yes,54.91,281.98,7,12,17.7,1,2.0,0
CUST_000610,29,Yes,No,15,Month-to-month,Electronic check,No,Fiber optic,No,No,No,58.16,874.05,1,24,22.5,4,2.0,1
CUST_000611,67,Yes,Yes,1,Month-to-month,Mailed check,Yes,DSL,Yes,No,Yes,67.9,66.45,16,25,16.6,4,3.0,1
CUST_000612,52,No,No,6,Month-to-month,Mailed check,Yes,DSL,No,No,Yes,45.27,268.74,2,18,17.2,0,2.0,0
CUST_000613,50,No,No,1,Two year,Electronic check,Yes,Fiber optic,No,No,Yes,41.35,41.44,19,9,18.9,6,4.0,0
CUST_000614,50,Yes,Yes,3,One year,Credit card,No,DSL,No,Yes,Yes,50.22,143.19,10,9,28.7,4,3.0,0
CUST_000615,68,Yes,No,2,Month-to-month,Mailed check,Yes,Fiber optic,Yes,No,No,47.7,91.49,5,8,-20.4,2,3.0,1
CUST_000616,60,Yes,Yes,49,Month-to-month,Credit card,Yes,DSL,Yes,Yes,Yes,18.5,910.33,2,10,-33.0,0,2.0,0
CUST_000617,54,Yes,No,63,Two year,Mailed check,Yes,DSL,Yes,Yes,Yes,104.56,6913.9,4,21,9.3,0,,0
CUST_000618,29,Yes,Yes,15,One year,Credit card,Yes,No,No internet service,No internet service,No internet service,70.92,1050.66,9,19,39.9,2,3.0,0
CUST_000619,20,No,No,23,Month-to-month,Mailed check,Yes,Fiber optic,Yes,No,No,48.67,1152.85,1,18,16.0,0,2.0,0
CUST_000620,18,No,No,28,One year,Credit card,No,Fiber optic,Yes,Yes,No,93.59,2589.61,3,12,13.0,1,4.0,0
CUST_000621,50,No,No,11,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,No internet service,23.45,248.26,12,17,-48.9,0,4.0,0
CUST_000622,57,No,No,11,One year,Electronic check,Yes,Fiber optic,Yes,No,Yes,79.49,904.3,11,13,52.2,1,4.0,0
CUST_000623,27,Yes,No,27,Two year,Electronic check,Yes,DSL,No,No,No,60.44,1657.59,8,16,40.6,0,4.0,0
CUST_000624,60,No,No,11,Two year,Credit card,No,No,No internet service,No internet service,No internet service,57.35,607.68,1,13,21.8,0,4.0,0
CUST_000625,61,Yes,No,20,Month-to-month,Bank transfer,No,DSL,No,No,No,52.43,1041.89,9,22,6.0,0,2.0,0
CUST_000626,46,Yes,No,17,Two year,Electronic check,Yes,Fiber optic,No,No,Yes,90.57,1497.41,29,20,-27.8,0,4.0,0
CUST_000627,30,No,No,17,One year,Bank transfer,Yes,DSL,No,No,No,57.71,997.43,6,20,-38.4,5,5.0,0
CUST_000628,29,Yes,Yes,42,One year,Electronic check,No,No,No internet service,No internet service,No internet service,65.73,2750.87,1,14,14.0,0,2.0,0
CUST_000629,48,No,No,29,Month-to-month,Credit card,Yes,Fiber optic,Yes,No,Yes,109.38,3108.09,12,19,-7.7,1,5.0,0
CUST_000630,63,Yes,Yes,72,Two year,Bank transfer,Yes,DSL,Yes,No,No,69.36,5022.15,13,24,0.4,0,3.0,0
CUST_000631,19,No,No,37,Two year,Electronic check,Yes,DSL,No,No,No,56.18,2162.91,10,17,19.6,0,4.0,0
CUST_000632,68,No,No,3,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,No,66.51,197.84,8,17,18.2,4,5.0,1
CUST_000633,67,No,No,32,Two year,Mailed check,Yes,DSL,No,Yes,Yes,81.81,2739.91,24,13,26.8,2,3.0,0
CUST_000634,52,No,No,26,Month-to-month,Credit card,No,DSL,Yes,Yes,No,38.77,1029.36,18,12,-1.7,2,3.0,0
CUST_000635,40,Yes,No,24,Two year,Bank transfer,Yes,DSL,No,Yes,Yes,86.93,2107.73,15,18,-80.9,5,3.0,0
CUST_000636,34,No,No,15,One year,Bank transfer,Yes,Fiber optic,Yes,Yes,No,54.1,775.77,8,22,-8.9,4,5.0,0
CUST_000637,43,No,No,1,Month-to-month,Mailed check,Yes,Fiber optic,No,No,No,76.9,79.28,6,15,4.5,10,4.0,1
CUST_000638,25,No,No,72,Two year,Mailed check,Yes,Fiber optic,Yes,Yes,Yes,75.91,5559.82,8,9,-46.5,6,1.0,0
CUST_000639,46,No,No,45,Month-to-month,Credit card,Yes,Fiber optic,Yes,No,Yes,60.98,2641.72,28,17,-48.4,0,4.0,0
CUST_000640,43,No,No,16,Two year,Mailed check,Yes,Fiber optic,No,Yes,No,78.88,1200.31,25,15,16.6,0,5.0,0
CUST_000641,27,No,No,4,Month-to-month,Electronic check,No,DSL,No,No,Yes,82.77,345.51,4,15,16.0,0,3.0,0
CUST_000642,43,No,No,41,One year,Electronic check,No,Fiber optic,No,Yes,Yes,43.85,1743.64,10,11,6.1,2,3.0,0
CUST_000643,51,No,No,13,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,No,43.44,560.31,25,14,6.3,2,2.0,1
CUST_000644,68,No,No,11,Month-to-month,Mailed check,Yes,Fiber optic,Yes,Yes,No,89.59,977.49,12,14,8.5,0,2.0,0
CUST_000645,58,Yes,No,26,One year,Mailed check,Yes,DSL,Yes,Yes,Yes,75.83,1889.95,1,16,2.8,0,3.0,0
CUST_000646,24,Yes,No,34,Two year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,41.57,1456.37,14,18,-2.3,0,4.0,0
CUST_000647,21,Yes,No,1,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,No,No,70.32,71.05,1,12,12.5,0,4.0,0
CUST_000648,70,Yes,No,35,Month-to-month,Electronic check,No,Fiber optic,No,Yes,No,37.25,1308.32,19,15,10.8,0,4.0,0
CUST_000649,67,Yes,No,31,One year,Mailed check,Yes,No,No internet service,No internet service,No internet service,66.1,2123.47,6,14,16.5,3,4.0,0
CUST_000650,62,No,No,21,One year,Bank transfer,No,DSL,No,Yes,Yes,31.34,685.14,3,16,-2.0,1,4.0,0
CUST_000651,28,Yes,No,9,Month-to-month,Credit card,No,DSL,No,Yes,No,18.5,160.32,11,21,19.4,0,5.0,0
CUST_000652,46,Yes,Yes,4,Month-to-month,Electronic check,Yes,DSL,No,Yes,Yes,64.68,263.57,8,8,-70.3,0,1.0,1
CUST_000653,73,No,No,2,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,114.99,224.65,5,12,-6.9,0,3.0,0
CUST_000654,53,No,No,1,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,58.09,59.72,10,14,-1.9,0,1.0,1
CUST_000655,42,No,No,5,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,55.75,268.07,5,14,11.8,3,5.0,1
CUST_000656,38,No,No,12,One year,Mailed check,Yes,Fiber optic,No,No,No,79.12,919.82,1,17,-61.4,1,1.0,0
CUST_000657,74,No,No,6,Month-to-month,Mailed check,Yes,DSL,No,Yes,No,96.38,561.68,14,17,-20.5,2,2.0,1
CUST_000658,53,Yes,Yes,8,Month-to-month,Bank transfer,No,Fiber optic,No,No,Yes,72.72,588.92,1,14,-9.5,1,4.0,0
CUST_000659,27,No,No,11,Month-to-month,Bank transfer,No,DSL,Yes,Yes,No,86.97,972.74,10,9,19.5,0,2.0,0
CUST_000660,54,No,No,8,Month-to-month,Electronic check,No,Fiber optic,No,Yes,No,73.18,609.95,15,11,-21.9,2,3.0,0
CUST_000661,26,Yes,No,30,One year,Bank transfer,Yes,Fiber optic,No,No,Yes,88.45,2540.49,2,19,-10.8,1,2.0,0
CUST_000662,41,Yes,Yes,16,Month-to-month,Electronic check,No,DSL,No,No,No,60.84,991.37,2,15,27.6,0,4.0,0
CUST_000663,52,No,No,1,Month-to-month,Electronic check,No,No,No internet service,No internet service,No internet service,94.58,89.97,42,17,39.6,2,,1
CUST_000664,66,Yes,Yes,6,One year,Credit card,No,Fiber optic,No,Yes,No,78.56,471.8,8,16,28.5,0,1.0,0
CUST_000665,52,No,No,29,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,22.27,643.28,21,14,-14.5,3,2.0,1
CUST_000666,65,Yes,Yes,8,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,81.56,622.79,36,13,-8.0,1,4.0,1
CUST_000667,53,No,No,60,Two year,Bank transfer,Yes,DSL,Yes,No,Yes,106.67,6199.75,19,21,-15.5,2,3.0,0
CUST_000668,35,No,No,29,One year,Bank transfer,Yes,No,No internet service,No internet service,No internet service,76.93,2298.3,36,18,19.1,0,3.0,0
CUST_000669,66,Yes,Yes,8,Month-to-month,Electronic check,No,Fiber optic,No,No,Yes,54.72,429.18,27,14,1.9,3,3.0,1
CUST_000670,56,Yes,No,17,One year,Electronic check,Yes,Fiber optic,No,Yes,Yes,115.65,1962.53,13,27,-12.2,4,1.0,1
CUST_000671,49,No,No,26,Month-to-month,Bank transfer,Yes,DSL,No,Yes,No,66.41,1708.4,9,12,-70.6,2,5.0,0
CUST_000672,41,No,No,5,Month-to-month,Credit card,Yes,DSL,No,No,No,56.46,273.42,21,13,7.2,2,4.0,0
CUST_000673,40,No,No,6,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,73.24,458.82,24,17,-6.0,6,5.0,1
CUST_000674,49,No,No,16,Month-to-month,Credit card,Yes,DSL,No,No,Yes,89.9,1374.1,33,12,-7.6,0,4.0,0
CUST_000675,54,No,No,62,Two year,Mailed check,Yes,DSL,Yes,No,Yes,54.17,3345.85,3,20,1.2,2,3.0,0
CUST_000676,29,Yes,No,10,One year,Electronic check,Yes,DSL,Yes,Yes,No,65.21,641.43,16,17,23.0,4,2.0,1
CUST_000677,66,Yes,No,12,One year,Electronic check,Yes,Fiber optic,No,No,No,88.66,1081.66,47,16,-6.3,5,5.0,0
CUST_000678,72,Yes,Yes,5,Month-to-month,Electronic check,Yes,DSL,No,Yes,No,54.99,278.99,10,15,3.7,0,5.0,0
CUST_000679,30,No,No,21,One year,Electronic check,Yes,DSL,Yes,Yes,Yes,74.74,1600.41,26,13,3.6,1,3.0,0
CUST_000680,40,Yes,No,32,One year,Bank transfer,Yes,DSL,Yes,Yes,Yes,54.17,1733.3,10,21,-44.8,1,3.0,0
CUST_000681,42,Yes,Yes,13,One year,Mailed check,No,DSL,Yes,No,Yes,73.82,922.3,12,12,2.2,1,3.0,0
CUST_000682,52,No,No,33,One year,Electronic check,No,Fiber optic,Yes,No,Yes,22.28,735.48,7,12,-8.1,1,4.0,0
CUST_000683,58,No,No,8,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,Yes,39.29,326.24,4,8,11.5,1,4.0,0
CUST_000684,47,Yes,Yes,29,Month-to-month,Electronic check,Yes,Fiber optic,No,No,No,41.4,1180.04,18,13,-1.8,3,3.0,0
CUST_000685,34,Yes,Yes,7,Month-to-month,Mailed check,No,DSL,Yes,No,No,74.62,542.51,6,20,-11.5,1,2.0,0
CUST_000686,66,Yes,No,36,Two year,Bank transfer,Yes,DSL,Yes,Yes,Yes,83.74,3075.79,23,14,23.1,2,5.0,0
CUST_000687,37,Yes,Yes,42,Two year,Electronic check,No,DSL,No,No,Yes,62.09,2724.74,24,15,38.3,0,1.0,0
CUST_000688,65,No,No,38,Two year,Credit card,Yes,No,No internet service,No internet service,No internet service,27.69,1050.97,6,13,40.0,0,4.0,0
CUST_000689,42,Yes,Yes,5,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,109.01,533.0,2,12,16.9,0,4.0,0
CUST_000690,39,No,No,28,Month-to-month,Mailed check,Yes,Fiber optic,No,Yes,No,67.41,1806.93,7,15,16.2,0,2.0,0
CUST_000691,30,No,No,18,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,No,Yes,93.88,1606.73,3,16,11.3,1,2.0,0
CUST_000692,36,Yes,Yes,72,Two year,Mailed check,Yes,Fiber optic,Yes,No,Yes,94.93,7111.22,15,7,-18.7,2,1.0,0
CUST_000693,66,No,No,10,Month-to-month,Credit card,Yes,DSL,No,Yes,No,31.7,319.04,6,25,-15.1,2,4.0,0
CUST_000694,53,Yes,No,35,One year,Electronic check,No,No,No internet service,No internet service,No internet service,50.21,1688.35,17,20,-26.0,1,3.0,0
CUST_000695,29,Yes,No,11,Two year,Credit card,Yes,Fiber optic,Yes,No,No,106.02,1148.86,8,18,-3.2,5,4.0,0
CUST_000696,58,Yes,Yes,12,Month-to-month,Bank transfer,No,DSL,No,Yes,Yes,65.43,791.86,2,10,-8.2,0,,0
CUST_000697,36,Yes,No,2,Month-to-month,Credit card,Yes,DSL,No,Yes,Yes,72.17,150.43,3,12,11.1,0,2.0,1
CUST_000698,29,Yes,Yes,6,Month-to-month,Credit card,No,Fiber optic,No,Yes,Yes,77.22,474.5,30,22,-4.1,3,4.0,1
CUST_000699,26,Yes,No,4,Month-to-month,Mailed check,No,DSL,Yes,Yes,Yes,77.31,306.73,6,15,3.7,1,4.0,0
CUST_000700,24,No,No,4,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,No internet service,62.18,237.27,9,16,-2.0,0,3.0,0
CUST_000701,45,No,No,1,Month-to-month,Credit card,Yes,Fiber optic,Yes,Yes,No,46.37,47.03,4,12,-8.8,0,4.0,0
CUST_000702,31,No,No,37,One year,Credit card,Yes,DSL,No,Yes,Yes,52.25,1907.04,7,17,-27.9,0,1.0,0
CUST_000703,48,Yes,Yes,15,Two year,Bank transfer,Yes,DSL,Yes,Yes,Yes,80.14,1150.41,6,17,-44.0,3,3.0,0
CUST_000704,69,No,No,39,One year,Credit card,No,No,No internet service,No internet service,No internet service,35.77,1441.12,2,17,28.2,5,1.0,0
CUST_000705,36,No,No,22,One year,Bank transfer,No,Fiber optic,No,Yes,Yes,36.76,,24,17,36.4,1,3.0,0
CUST_000706,64,No,No,42,Two year,Credit card,No,No,No internet service,No internet service,No internet service,56.74,2389.29,23,17,17.9,4,1.0,0
CUST_000707,33,No,No,16,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,Yes,49.9,767.74,11,17,-16.4,5,3.0,0
CUST_000708,70,No,No,2,Month-to-month,Mailed check,Yes,DSL,No,Yes,No,75.39,149.31,36,16,9.9,1,1.0,1
CUST_000709,22,Yes,No,23,One year,Bank transfer,Yes,Fiber optic,No,No,No,118.38,2607.63,12,10,-44.3,8,5.0,0
CUST_000710,52,No,No,27,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,No,81.15,2257.19,5,11,55.2,3,3.0,1
CUST_000711,29,Yes,Yes,23,Two year,Mailed check,Yes,DSL,No,Yes,Yes,59.92,,1,11,-25.9,1,5.0,0
CUST_000712,42,No,No,38,Month-to-month,Credit card,Yes,DSL,No,No,Yes,18.5,695.5,7,15,-13.3,5,5.0,0
CUST_000713,69,Yes,No,31,Month-to-month,Electronic check,No,DSL,Yes,No,Yes,64.53,2046.42,7,16,-69.1,0,3.0,0
CUST_000714,38,Yes,No,13,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,No internet service,47.17,633.87,16,13,-24.0,2,1.0,0
CUST_000715,53,Yes,No,41,One year,Mailed check,Yes,Fiber optic,Yes,No,No,88.77,3742.54,5,19,-3.3,4,2.0,0
CUST_000716,70,No,No,28,Month-to-month,Electronic check,Yes,DSL,No,No,Yes,44.67,1290.92,6,9,18.9,1,3.0,0
CUST_000717,40,Yes,Yes,3,Month-to-month,Bank transfer,Yes,Fiber optic,No,Yes,No,41.98,,7,11,-9.2,0,3.0,0
CUST_000718,33,Yes,No,18,Month-to-month,Mailed check,Yes,Fiber optic,No,No,Yes,81.5,1462.35,9,17,7.7,2,3.0,0
CUST_000719,74,No,No,31,Month-to-month,Credit card,Yes,Fiber optic,Yes,Yes,Yes,55.68,1753.57,26,8,9.7,0,5.0,0
CUST_000720,56,No,No,19,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,Yes,60.03,1150.89,4,15,-10.6,3,3.0,1
CUST_000721,62,Yes,Yes,71,Month-to-month,Mailed check,Yes,DSL,Yes,No,No,47.24,3229.22,15,17,40.6,1,1.0,0
CUST_000722,70,Yes,No,2,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,No,84.54,164.67,55,15,18.7,0,4.0,1
CUST_000723,59,No,No,30,One year,Electronic check,Yes,Fiber optic,Yes,Yes,No,43.7,1267.97,20,25,18.7,4,4.0,0
CUST_000724,56,No,No,41,One year,Credit card,Yes,No,No internet service,No internet service,No internet service,73.12,3042.64,7,9,-14.8,9,4.0,0
CUST_000725,31,No,No,29,Month-to-month,Electronic check,No,Fiber optic,No,No,No,21.4,,2,14,46.6,0,1.0,0
CUST_000726,48,No,No,11,Two year,Electronic check,Yes,No,No internet service,No internet service,No internet service,47.11,531.6,7,31,13.9,0,2.0,0
CUST_000727,22,Yes,No,11,Month-to-month,Mailed check,Yes,Fiber optic,Yes,Yes,Yes,81.53,885.82,8,26,8.6,0,3.0,0
CUST_000728,52,No,No,21,Two year,Credit card,Yes,No,No internet service,No internet service,No internet service,80.81,1723.84,4,16,-26.8,8,5.0,0
CUST_000729,40,No,No,12,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,Yes,53.89,640.86,5,17,-11.4,1,3.0,0
CUST_000730,46,No,No,51,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,80.04,3989.99,8,16,11.8,1,3.0,0
CUST_000731,60,Yes,Yes,2,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,Yes,73.06,151.87,6,13,15.9,0,4.0,0
CUST_000732,28,No,No,24,Month-to-month,Bank transfer,No,DSL,No,Yes,No,73.03,1700.96,6,15,40.9,1,1.0,1
CUST_000733,35,No,No,3,Month-to-month,Mailed check,Yes,Fiber optic,No,Yes,Yes,46.93,142.68,4,12,-19.1,0,3.0,0
CUST_000734,64,Yes,Yes,18,Month-to-month,Credit card,No,DSL,No,No,No,45.31,836.02,5,10,18.0,1,2.0,1
CUST_000735,29,No,No,30,Month-to-month,Bank transfer,No,Fiber optic,Yes,No,Yes,55.91,1697.18,2,16,11.8,1,3.0,0
CUST_000736,26,No,No,4,Month-to-month,Mailed check,Yes,DSL,Yes,No,Yes,55.44,213.34,12,18,12.7,4,1.0,1
